id,aggregate value
467,"1 Aristotle 2003-01-01 0 Biography,Comedy,Documentary Aristotle 4"
468,"2 30 The Scandal The Scandal 1962-01-01 0 17 Adventure,Drama,Family"
469,"48 Parent's Night Horror,Thriller 0 2000-01-01 Parent's Night"
470,"editor,editorial_department Patrick M. Crawford"
471,"2003-01-01 actor,stunts Dick Simmons 1913-01-01"
472,"1961-01-01 animation_department,producer,director Gregg Vanzo"
473,"1983-01-01 1919-01-01 John W. Dunn writer,animation_department,art_department"
474,1940-01-01 actress Franziska Bronnen
475,"1971-01-01 actor,soundtrack 1913-01-01 Robert Lowery"
476,2 1964-01-01 0 1 Drama 59 Schattenspiel Schattenspiel
477,2 Adventure Wild Mangoes Wild Mangoes 0 28 1961-01-01 60
478,actor 1992-01-01 1907-01-01 Malcolm Atterbury
479,"Kuniaki Haishima music_department,composer,soundtrack"
480,"45 Crime,Drama,Mystery 2011-01-01 0 Scott & Bailey 2016-01-01 Scott & Bailey"
481,32 2017-01-01 Running with the Bulls 0 9 Comedy Running with the Bulls 4
482,30 0 The Near Unknown 1 Drama 6 1958-01-01 The Near Unknown
483,"2 30 The Desperado 0 The Desperado 11 Adventure,Drama,Family 1961-01-01"
484,"1 Child of Luxury Drama,Sport,Western 1962-01-01 0 Child of Luxury 3"
485,"Biography,Documentary 2007-01-01 The Alchemy of Art: David Mack The Alchemy of Art: David Mack 107 0"
486,"writer,miscellaneous,cinematographer Tian Jun Gu"
487,actor 1974-01-01 1901-01-01 Jaroslav Marvan
488,"actress,director 2019-01-01 Galina Volchek 1933-01-01"
489,"1951-01-01 Pathala Bhairavi Pathala Bhairavi 192 0 Action,Adventure,Family"
490,Remi Cohen
491,"Yukihiro 'Chachamaru' Fujimura 1960-01-01 music_department,soundtrack"
492,actor Brett Halsey 1933-01-01
493,30 Emergency in 114 0 Drama 8 Emergency in 114 26 1961-01-01
494,"1932-01-01 Gwen Arner director,actress"
495,2007-01-01 Wine Maker 7 Reality-TV 44 0 Wine Maker 3
496,1928-01-01 Tamara Chernova actress
497,"Mark Steel 1960-01-01 writer,actor"
498,"cinematographer,camera_department 1961-01-01 Stuart Thompson 1901-01-01"
499,actor Domagoj Kobelscak
500,1 Adventure The Pit of Silence 0 The Pit of Silence 1 48 1959-01-01
501,"1916-01-01 1994-01-01 Mark Stevens actor,director,producer"
502,actor 1891-01-01 1981-01-01 William H. O'Brien
503,1977-01-01 Eddy Waller actor 1889-01-01
504,"1927-01-01 2002-01-01 actor,stunts,miscellaneous Earl Parker"
505,actor Jordan Hughes
506,"1988-01-01 producer,writer 1901-01-01 Tom Lewis"
507,"Lamont Easter actor,miscellaneous,visual_effects"
508,2 30 Three Minutes Too Late 1954-01-01 0 Drama Three Minutes Too Late 17
509,"19 Crime,Drama,Mystery 0 Colors Colors 1995-01-01 3"
510,2 Reality-TV 0 2006-01-01 Jobs That Bite 16 Jobs That Bite
511,"1932-01-01 actress,producer,soundtrack Ellen Burstyn"
512,actor 1984-01-01 1915-01-01 Tom Hern?ndez
513,"cinematographer,camera_department,actor Pilli Diwakar"
514,"actress,miscellaneous 1898-01-01 Miriam Goldina 1979-01-01"
515,"1935-01-01 actor,soundtrack,director Brian Bedford 2016-01-01"
516,1935-01-01 actor 2018-01-01 Stefan Iliev
517,30 A New Step 7 0 Drama 1959-01-01 7 A New Step
518,"director,writer,miscellaneous Dawei Zhang"
519,2 63 1964-01-01 0 Eine Puppe f?r Klein-Helga Drama Eine Puppe f?r Klein-Helga 3
520,Paul Boocock actor
521,"writer,producer 1986-01-01 J?rg Mauthe 1924-01-01"
522,"producer,writer,miscellaneous William Rabkin"
523,2 Adventure Treasure Hunt 0 13 Treasure Hunt 1961-01-01 60
524,actor 1979-01-01 Erik Ekstrand
525,"1941-01-01 Bill Tennant actor,producer,writer 2012-01-01"
526,"visual_effects,editor Emil Rosenberger"
527,"Rhys Williams actor,miscellaneous 1897-01-01 1969-01-01"
528,Mirai Shida 1993-01-01 actress
529,30 The Accused 0 The Accused Drama 11 1958-01-01 5
530,"soundtrack,actor Ken Remo"
531,writer D. Maria Legaspi
532,"1 29 Drama,Sport,Western 0 A Girl Named Amy 1963-01-01 A Girl Named Amy"
533,1921-01-01 Paul Guimard writer 2004-01-01
534,actress 1991-01-01 1924-01-01 Maureen Leeds
535,actor Alex Babic
536,actor 1984-01-01 Gilbert Green 1914-01-01
537,"Episode #4.5 2014-01-01 44 Crime,Drama,Mystery 0 Episode #4.5 5 4"
538,2 30 1954-01-01 Double Trouble 0 Double Trouble Drama 3
539,"1974-01-01 director,writer,camera_department Janus Metz"
540,"actor,soundtrack,producer Gary Oldman 1958-01-01"
541,"1961-01-01 cinematographer,director,writer Martin Strba"
542,"2001-01-01 1 Adult,Drama,Romance 102 Sex Opera Sex Opera"
543,30 Paradise Lost 1 Adventure 1962-01-01 0 39 Paradise Lost
544,1943-01-01 Beverly Washburn actress
545,"2009-01-01 1911-01-01 director,assistant_director,writer Alvin Ganzer"
546,2 Adventure 1960-01-01 0 The Intruders 2 The Intruders 60
547,"Vince Grittani writer,director,producer"
548,1978-01-01 actress Eva Black
549,"1931-01-01 actor,writer,producer Darryl Hickman"
550,"2003-01-01 1931-01-01 actress,soundtrack Janice Rule"
551,"Raymond Chandler 1888-01-01 writer,actor 1959-01-01"
552,"2003-01-01 actor,soundtrack Joseph Della Sorte 1934-01-01"
553,"composer,music_department,sound_department 1952-01-01 Antti Hytti"
554,"1 2014-01-01 Seeing Things Crime,Drama,Mystery 0 2 59 Seeing Things"
555,"1997-01-01 Joanna Moore actress,soundtrack 1934-01-01"
556,"David Mack animation_department,director,miscellaneous"
557,1916-01-01 Walter Reed actor 2001-01-01
558,2004-01-01 Cannibals and Cavemen 1 Cannibals and Cavemen 0 48 Documentary 3
559,"30 1999-01-01 Action,Adventure,Animation The Magician The Magician 0"
560,2000-01-01 actor Joachim Rake 1912-01-01
561,"1922-01-01 Joel Marston 2012-01-01 actor,miscellaneous"
562,Nick Riazi
563,"composer,soundtrack,music_department David Vanacore"
564,"producer,writer,miscellaneous Jay Carson"
565,30 810 Franklin Street 0 810 Franklin Street Drama 22 1959-01-01 6
566,Jayne Merkel writer
567,Patricia Medina actress 2012-01-01 1919-01-01
568,"actress,soundtrack,producer Joan Fontaine 1917-01-01 2013-01-01"
569,1 Adventure 1960-01-01 0 Judith 17 Judith 60
570,Eric Polich
571,"composer,soundtrack,music_department Simon Boswell 1956-01-01"
572,Ju-hwan Lim actor
573,"1977-01-01 1909-01-01 Abner Biberman director,actor,writer"
574,30 The Enchanted Schoolteacher 1 1954-01-01 31 0 Drama The Enchanted Schoolteacher
575,William Munchow actor 1915-01-01 1991-01-01
576,"Francisco Rabal actor,writer,director 2001-01-01 1926-01-01"
577,actor 1972-01-01 1912-01-01 Richard H. Cutting
578,"1916-01-01 actor,soundtrack 1994-01-01 Hal Smith"
579,"1982-01-01 actor,writer,soundtrack Tom Mison"
580,"soundtrack,writer,music_department 1928-01-01 Fred Ebb 2004-01-01"
581,"actress,soundtrack,producer 1949-01-01 Debra Monk"
582,"2001-01-01 Door to Death 1 8 Door to Death 0 Action,Drama,Mystery"
583,1928-01-01 actress Eva Ingeborg Scholz
584,Honor Bound 1 Adventure 1962-01-01 0 12 Honor Bound
585,writer Hans Wiese
586,1949-01-01 Elin Pelin writer 1878-01-01
587,Kelly Carver actress
588,Jill Chen actress
589,1930-01-01 actress 2011-01-01 Barbara Stuart
590,1973-01-01 actress Marika Carlsson
591,William Brind editor
592,"Horst Niendorf actor,miscellaneous,director 1926-01-01 1999-01-01"
593,"editor,editorial_department,music_department Affonso Gon?alves"
594,"1882-01-01 actor,soundtrack,writer Thurston Hall 1958-01-01"
595,2 30 2001-01-01 Trick or Treat 0 Trick or Treat Comedy 3
596,Don Bagley actor
597,1940-01-01 Hans Olaf Henkel
598,30 Sister Ann 0 Sister Ann Drama 1959-01-01 6 15
599,1946-01-01 Pepa Nikolova actress 2006-01-01
600,actor 1992-01-01 Cesare Danova 1926-01-01
601,Betty Lou Gerson actress 1999-01-01 1914-01-01
602,Chapter 70 0 Chapter 70 Drama 59 2018-01-01 6 5
603,Earl Numkina actor
604,"1 Adventure 1960-01-01 Heads, You Lose 0 Heads, You Lose 27 60"
605,actor Sean Manning
606,"Wanted Dead or Alive: Part 2 7 1998-01-01 Crime,Drama,Mystery 0 Wanted Dead or Alive: Part 2 7 60"
607,editor 2016-01-01 Lotti Mehnert 1936-01-01
608,"The Great War and Modern Memory Crime,Drama,Mystery 0 1 59 2019-01-01 The Great War and Modern Memory 3"
609,"2 21 Cold Blood, Warm Heart/The Spider and the Flies 0 2 1994-01-01 Animation,Comedy,Fantasy Cold Blood, Warm Heart/The Spider and the Flies"
610,30 1 Adventure Sawtucket Festival 1957-01-01 0 2 Sawtucket Festival
611,30 1 1954-01-01 0 Drama The Clara Schumann Story The Clara Schumann Story 26
612,"producer,production_manager,director 1974-01-01 Rudolph E. Abel 1902-01-01"
613,"1946-01-01 Yavuz Turgul writer,director,soundtrack"
614,1964-01-01 actress 1898-01-01 Gretchen Thomas
615,Aryan Klein
616,"1993-01-01 Alexis Smith 1921-01-01 actress,soundtrack"
617,"1966-01-01 writer,producer,director Mark Ravenhill"
618,"actor,soundtrack 1919-01-01 2008-01-01 Radovan Lukavsk?"
619,"Comedy,Drama,Romance 2009-01-01 0 Boys Over Flowers 70 Kkotboda namja 2009-01-01"
620,"producer,writer,director Phil Bowker"
621,actor 1983-01-01 1908-01-01 Arthur Space
622,"Steve Jones soundtrack,actor,composer 1955-01-01"
623,"1927-01-01 producer,actor,director William Allyn 1999-01-01"
624,1927-01-01 actor 1992-01-01 Werner Kreindl
625,Matt Barker
626,1990-01-01 actor Hans Schellbach 1925-01-01
627,writer Roland Drake
628,"1969-01-01 Fernando Gaviria actor,producer,writer"
629,actor 1909-01-01 2008-01-01 Mike Keene
630,"Dana Newell producer,writer,actress"
631,"18 1996-01-01 Crime,Drama,Mystery Scene of the Crime 0 Scene of the Crime 4"
632,Kyoka Izumi 1873-01-01 writer 1939-01-01
633,30 The Terrorist Attack 0 The Terrorist Attack Comedy 5 2002-01-01 3
634,"Jeffrey Hause writer,miscellaneous,producer"
635,"Elmer Cossey camera_department,cinematographer"
636,"2001-01-01 1 Champagne for One: Part 1 0 2 Champagne for One: Part 1 Action,Drama,Mystery"
637,30 Second Rate Citizen 0 Drama 1958-01-01 5 Second Rate Citizen 26
638,"Frank McDonald director,miscellaneous,actor 1980-01-01 1899-01-01"
639,Regina Adams
640,"Brian McDairmant cinematographer,camera_department,director"
641,producer Anish M. Thomas
642,1973-01-01 1909-01-01 writer George Bradshaw
643,"actor,soundtrack,music_department 1952-01-01 Billy West"
644,"actor,producer,casting_department Daniel DeSanto"
645,"Samuel Barnett actor,music_department,soundtrack 1980-01-01"
646,"Claudette Colbert 1996-01-01 actress,soundtrack 1903-01-01"
647,"actor,writer,producer Daniel Probst"
648,2007-01-01 Drama Moppu g?ru Moppu g?ru 0
649,"2 The Silent Speaker: Part 2 0 Action,Drama,Mystery 2002-01-01 The Silent Speaker: Part 2 14"
650,"1992-01-01 1910-01-01 Mae Clarke actress,soundtrack"
651,"1 Three Men and Adena Crime,Drama,Mystery 0 Three Men and Adena 5 60 1993-01-01"
652,"1906-01-01 actor,soundtrack 1962-01-01 Beal Wong"
653,30 Mutiny 1 Adventure 1957-01-01 0 13 Mutiny
654,"2001-01-01 A Nero Wolfe Mystery 46 0 A Nero Wolfe Mystery 2002-01-01 Action,Drama,Mystery"
655,"Eric Cleworth 1920-01-01 animation_department,writer,director 1999-01-01"
656,2 Chapter 21 8 2014-01-01 0 Chapter 21 Drama 48
657,"actress,make_up_department 1937-01-01 Almut Eggert"
658,30 Mask of Evidence 0 Drama 1959-01-01 7 Mask of Evidence 4
659,Carl Crow actor 1936-01-01 1979-01-01
660,"composer,soundtrack,music_department 1921-01-01 Piero Piccioni 2004-01-01"
661,actor Marcello Cannavale
662,1906-01-01 actor Jon Lormer 1986-01-01
663,"1957-01-01 Steve Buscemi actor,director,producer"
664,1982-01-01 1911-01-01 actor Harold Fong
665,"editor,director,editorial_department Jon Corn"
666,"actress,production_manager Silvia Caballero"
667,1977-01-01 1911-01-01 actor Robert Middleton
668,"actor,soundtrack Harry Bartell 2004-01-01 1913-01-01"
669,producer Diane Boehm
670,"actor,producer,writer 1925-01-01 Shelley Berman 2017-01-01"
671,1 0 Comedy 2005-01-01 Fat Fat 4
672,"1998-01-01 Crime,Drama,Mystery 0 6 Pit Bull Sessions 15 Pit Bull Sessions"
673,Odalys Garc?a actress 1975-01-01
674,"1937-01-01 Lawrence Dane actor,producer,writer"
675,2 30 1954-01-01 It's a Man's Game 0 It's a Man's Game Drama 11
676,Drama 2008-01-01 K?b? 133 0 Kabei: Our Mother
677,"Tom Gries 1977-01-01 1922-01-01 director,writer,producer"
678,"1906-01-01 actor,writer Bruce Bennett 2007-01-01"
679,"producer,writer,miscellaneous Manny Coto"
680,"30 1 0 The Prize 16 Adventure,Drama,Family 1961-01-01 The Prize"
681,"1938-01-01 writer,script_department,director Meir Dohnal"
682,1932-01-01 William Douglas actor 1989-01-01
683,2 Monkey Caretaker Reality-TV 44 0 Monkey Caretaker 21 2006-01-01
684,"editor,editorial_department 1971-01-01 Harry Reynolds 1901-01-01"
685,"producer,manager Karel Dirka"
686,"1 2016-01-01 Backyard Beach Animation,Comedy,Family 0 2 Backyard Beach"
687,Isla Blair actress 1944-01-01
688,Cecily Hallack writer
689,"editor,editorial_department 2005-01-01 1914-01-01 Joseph Dervin"
690,"1 8 21 0 Animation,Comedy,Fantasy Hyde and Go Shriek Hyde and Go Shriek 1993-01-01"
691,"1998-01-01 Just an Old Fashioned Love Song Crime,Drama,Mystery Just an Old Fashioned Love Song 0 7 3"
692,1956-01-01 actress Petya Silyanova
693,"actor,producer,director 1962-01-01 Jeff Garlin"
694,composer Holland Patent Public Library
695,"Mikhail Kozakov 2011-01-01 actor,director,writer 1934-01-01"
696,Marie Philips actress
697,"1966-01-01 Keisuke Horibe actor,writer,director"
698,"1993-01-01 writer,producer,miscellaneous Richard H. Landau 1914-01-01"
699,Bojan Globan actor
700,"Zdenek Sirov? 1932-01-01 1995-01-01 director,writer,actor"
701,"Andy Ackerman director,producer,editor"
702,"1977-01-01 actor,soundtrack 1918-01-01 Sebastian Cabot"
703,1996-01-01 1917-01-01 actor George N. Neise
704,"composer,music_department,soundtrack 1977-01-01 Moritz Denis"
705,Ralph Bell writer
706,"1971-01-01 Reiko Kataoka actress,soundtrack"
707,Annabelle Apsion actress 1960-01-01
708,"1982-01-01 writer,miscellaneous Budd Lesser"
709,1916-01-01 actor John Bryant 1989-01-01
710,"Joe Pera actor,writer,producer"
711,"196 Biography,History 1977-01-01 Ernst Schneller Ernst Schneller 0"
712,"1935-01-01 writer,script_department Dick Conway"
713,Carol Veazie 1895-01-01 actress 1984-01-01
714,30 1 Love Story 0 Love Story Drama 11 1953-01-01
715,"actor,producer,director 1941-01-01 Stacy Keach"
716,"writer,producer Scott Lasser"
717,Raymond Mazza
718,"producer,director,writer 1972-01-01 Matthew C. Mills"
719,"1921-01-01 actor,writer,producer 2012-01-01 Harry Carey Jr."
720,30 1960-01-01 These Few Years These Few Years 0 12 Drama 8
721,"1999-01-01 Crime,Drama,Mystery 0 11 7 Bones of Contention Bones of Contention"
722,Lucy Goodrich writer
723,1982-01-01 actor Ray Chaaya
724,"Miguel Arteta director,producer,miscellaneous 1965-01-01"
725,2009-01-01 actor Joseph Wiseman 1918-01-01
726,"miscellaneous,editorial_department,writer Henry J. Staudigl"
727,30 Inga 1 1954-01-01 0 Drama Inga 16
728,"2 30 The Haunted House 1962-01-01 0 The Haunted House Adventure,Drama,Family 14"
729,1906-01-01 actor 1970-01-01 Vinton Hayworth
730,"Silvia Munt 1957-01-01 actress,writer,miscellaneous"
731,"1922-01-01 2002-01-01 Kim Hunter actress,soundtrack"
732,actor 1983-01-01 Walter Wilz 1937-01-01
733,Kate Cook
734,writer Jeanne Blake
735,"actor,writer,soundtrack Jason Alexander 1959-01-01"
736,"1983-01-01 Emiri Kato actress,soundtrack"
737,52 Chapter 55 2017-01-01 0 Drama Chapter 55 5 3
738,"director,miscellaneous,animation_department Ki-Yong Bai"
739,"105 Drama Vampiri, talasami Vampiri, talasami 1992-01-01 0"
740,73 Stahlschrank SG III 1966-01-01 0 Drama Stahlschrank SG III 5 4
741,"1926-01-01 Rolf Bayer writer,director,actor"
742,"production_designer,art_department,set_decorator 1930-01-01 Bogoya Sapundzhyev"
743,2017-01-01 56 Chapter 62 0 Chapter 62 Drama 10 5
744,1 ?r alla m?nniskor lika mycket v?rda eller? Reality-TV 0 2 2018-01-01 ?r alla m?nniskor lika mycket v?rda eller?
745,73 1967-01-01 Ein Anruf aus der Zone 0 2 Drama 5 Ein Anruf aus der Zone
746,1951-01-01 actress Mary Long
747,"1996-01-01 Crime,Drama,Mystery 0 1 Hostage: Part 1 5 Hostage: Part 1"
748,1985-01-01 actress 1899-01-01 Lia Eibensch?tz
749,"actress,soundtrack,miscellaneous 1919-01-01 2001-01-01 Kathleen Freeman"
750,Dawn Magowan
751,actress Mary James
752,30 0 Drama 8 The Lie 16 1961-01-01 The Lie
753,"30 1 0 The Beauty Contest The Beauty Contest 26 Adventure,Drama,Family 1961-01-01"
754,"2014-01-01 75 Action,Adventure,Crime 0 Sin identidad 2015-01-01 Sin identidad"
755,"2000-01-01 Claude Sautet writer,director,assistant_director 1924-01-01"
756,Anna Cottis actress
757,"Comedy,Crime,Mystery 2014-01-01 Ten Little Roosters 58 0 Ten Little Roosters"
758,actor Bobby Clark 1944-01-01
759,Clara Henry actress
760,"James Neilson 1909-01-01 1979-01-01 director,writer,actor"
761,actor Marlow Vella
762,"Roger Allam 1953-01-01 actor,soundtrack"
763,2 30 Dickie 0 24 Drama Dickie 1955-01-01
764,"2000-01-01 1908-01-01 director,editor,miscellaneous James B. Clark"
765,Ya vstretil devushku Ya vstretil devushku 1957-01-01 91 0
766,"1935-01-01 Christian Doermer actor,director,producer"
767,"1978-01-01 actress,soundtrack Rachel McAdams"
768,Sung-tae Heo actor
769,"1977-01-01 1894-01-01 Tay Garnett director,writer,actor"
770,Michael Baseleon actor 1986-01-01 1925-01-01
771,1966-01-01 actor 1915-01-01 David J. Stewart
772,30 The Waiting Game 7 0 Drama 1955-01-01 3 The Waiting Game
773,"2 Black and Blue Crime,Drama,Mystery 0 1994-01-01 Black and Blue 3"
774,"1 The Weapons Man Drama,Sport,Western The Weapons Man 0 1963-01-01 26 60"
775,actor 1995-01-01 1915-01-01 Til Kiwe
776,actor 1970-01-01 Lawrence Fletcher 1902-01-01
777,actor 1983-01-01 1909-01-01 Wolfgang Stumpf
778,"actor,soundtrack Kurt Kasznar 1913-01-01 1979-01-01"
779,"Bernard Girard 1918-01-01 1997-01-01 director,writer,producer"
780,actor Louis Giacobetti
781,1911-01-01 Vaughn Taylor actor 1983-01-01
782,"producer,writer,miscellaneous Charles Pattinson"
783,cinematographer 1929-01-01 Trendafil Zahariev
784,"producer,miscellaneous,animation_department Mitsutoshi Kubota"
785,Kami Cabana
786,"producer,writer,miscellaneous Melissa James Gibson"
787,1940-01-01 actress Bozidarka Frajt
788,actor Kenneth Morrisey
789,"1951-01-01 producer,writer,miscellaneous Eric Ellis Overmyer"
790,actor Bucko Stafford
791,"Rapacity in Blue Action,Adventure,Animation 2016-01-01 22 0 Rapacity in Blue 6 4"
792,1 Das gelbe Paket Das gelbe Paket 0 2 Drama 1963-01-01
793,"writer,visual_effects,director Sam Kieth"
794,"soundtrack,actress,music_department 1992-01-01 1901-01-01 Marlene Dietrich"
795,"producer,production_manager,composer Jochen Ludwig"
796,David Newsome actor
797,"1946-01-01 2019-01-01 Siu-Tin Lai actor,composer,music_department"
798,2017-01-01 7 35 0 Namaste 9 Comedy Namaste
799,1996-01-01 Lisabeth Field actress 1923-01-01
800,30 1 1954-01-01 The Judgment The Judgment 0 Drama 32
801,"actor,writer,producer John Hoyt 1991-01-01 1905-01-01"
802,"2 30 1962-01-01 0 22 Rogue Horse Adventure,Drama,Family Rogue Horse"
803,"actor,soundtrack Luca Perlman"
804,"?mer Vargi producer,director,assistant_director"
